question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,explanation_a,explanation_b,explanation_c,explanation_d,domain,topic,difficulty,source,tags,is_test,option_e,option_f,explanation_e,explanation_f
CPMAI-D4-031,"A team has built an assistant on a general-purpose language model to answer staff questions from the organisation's policy documents. Before release, the project manager wants evidence about answers that sound authoritative but are not supported by those documents. Select two.",Testing on questions whose correct answers are known and verified against the policies,Confirming that the assistant responds in fluent and professional language,Checking whether cited passages actually support the claims in sampled answers,Measuring the average time the assistant takes to return an answer,"A,C","Confident wording, and the presence of a citation, are not evidence that an answer is supported.",A known-answer set is what makes an unsupported answer visible. Without it there is no basis for saying whether the assistant is accurate on the policies.,Fluency is what makes an unsupported answer convincing in the first place. It offers no evidence about correctness.,A citation can be produced that does not support the claim it is attached to. Verifying sampled answers against the passages they cite is what tests grounding rather than its appearance.,Response time is a service quality measure. It carries no information about whether answers are supported.,Manage AI Model Development and Evaluation,"Bias, fairness and evaluation transparency",MEDIUM,,,,Counting the number of policy documents loaded into the assistant,,The size of the document set says nothing about whether answers drawn from it are accurate.,
CPMAI-D4-032,"A team has run dozens of model variants over several weeks. Asked to reproduce the result the sponsor was shown a month ago, the team cannot establish which data extract, feature set and settings produced it. What practice would have prevented this?","Recording the data version, feature set and settings with every run","Running fewer variants, so the team can keep track of what it has tried",Keeping the final model's code in version control so it can be inspected later,Presenting results to the sponsor only once the final model has been selected,A,A result is only defensible if the inputs and settings that produced it were recorded with it.,A result is reproducible only when everything that fed it is captured alongside it. Without that record the team has a number it cannot stand behind or return to.,"Limiting experimentation restricts the search for a good model. The problem is the absence of records, not the number of runs.",Code alone does not reproduce a result. The data extract and settings used at the time are equally necessary.,Withholding interim results reduces visibility for the sponsor and would not have made the earlier figure reproducible.,Manage AI Model Development and Evaluation,Experiment management and iteration governance,MEDIUM,,,,,,,
CPMAI-D4-033,"A team reports that it evaluated five candidate algorithms and selected the best performer. On review, the project manager finds that each algorithm was assessed on a different random split of the data, because team members worked independently. What is the consequence for the selection?",It is sound provided each member applied the same random splitting procedure,It is sound because several splits test the candidates under more varied conditions,"The comparison is confounded, because each model was evaluated on different cases",It is unreliable because five candidates is too few to find the strongest algorithm,C,A comparison isolates the model choice only when every candidate is evaluated on the same cases.,"Using the same procedure does not produce the same split. Different splits yield different test cases, so the comparison remains confounded.","Varied conditions are useful when every candidate faces the same variation. Here each candidate faced different conditions, so the variation confounds the comparison instead of strengthening it.","Each split contains its own mix of records, so a score reflects both the algorithm and the cases it was scored on. Candidates must be evaluated on the same held-out set, or the same cross-validation folds, to isolate the effect of the model choice.",The number of candidates is not the defect. Even two candidates would be uncomparable if each were scored on a different split.,Manage AI Model Development and Evaluation,Model approach and algorithm selection,MEDIUM,,,,,,,
CPMAI-D4-034,"A team deploys a classifier using the cut-off of one half that its library applies by default, and describes this as the standard setting. The project manager asks what the setting means for the business. The team cannot say. What is the underlying problem?",The default is only valid for models whose output is a probability rather than a raw score,The default should be changed to whichever value produces the highest recall on the test set,The team should adopt the cut-off used by the previous rules-based process for consistency,A library default encodes no judgement about the consequences of acting,D,"A default cut-off is a software convention, not a decision about what the organisation should act on.",The type of output affects how a cut-off is expressed but not whether the default suits the decision. A probability default is just as arbitrary.,"Maximising recall alone drives the cut-off towards flagging everything. That is a different arbitrary choice, not a considered one.","The previous process produced different quantities, so its threshold does not transfer. Consistency of number is not consistency of meaning.","The cut-off determines who is acted on and who is not. That is a business decision about acceptable error, and a library has no knowledge of the costs involved.",Manage AI Model Development and Evaluation,Error cost and decision thresholds,MEDIUM,,,,,,,
CPMAI-D4-035,"A model performs well in testing on complete, well-formed records. In production, a share of incoming records will be missing one or two fields, and some free-text fields will contain abbreviations that did not appear during development. What should the project manager require before deployment?",Evaluation on records that reproduce the gaps and variations production will deliver,A rule that rejects any incoming record that is not complete and well formed,"A larger training set, so the model encounters more variation during its training",Confirmation from the source systems that they will supply complete records in future,A,"A model must be evaluated against the imperfect inputs it will actually receive, not only clean ones.","Testing only on clean records leaves the behaviour on realistic inputs unknown. The model may degrade sharply, fail outright, or produce confident but wrong outputs.","Rejecting imperfect records shifts the problem to whoever must handle the rejects, and may exclude a large share of genuine cases from the service.",More training data may help if it contains the variation concerned. The immediate requirement is to find out how the current model behaves on it.,"Even if that commitment is honoured, it does not establish how the current model behaves on the imperfect inputs it is already expected to encounter, including the abbreviations already present.",Manage AI Model Development and Evaluation,"Overfitting, generalisation and robustness",MEDIUM,,,,,,,
CPMAI-D4-036,"A team preparing data for an order value model computes the average order value across the entire dataset and uses that figure to fill in missing values. Once the imputation is complete, the team splits the data into training and test sets and begins modelling. What is the problem?",The average is a poor estimate of order value for most individual customers,Test set information influenced the training data through the shared average,The imputed records should have been flagged so the model can identify them,The average should have been computed separately for each product category,B,Preprocessing fitted across the full dataset breaks the independence of the held-out set.,"A single average is a crude imputation and can be a weak estimate for individual records. That is a quality concern, and it exists whether or not the split ordering was wrong.","The average was computed over records that later became the test set, so the test set is no longer fully independent of the training data. The resulting estimate may be optimistic or otherwise biased.",Flagging imputed values is useful and helps the model distinguish real values from filled ones. It does not address the contamination between the two sets.,Category-level averages can impute better than one global figure. Refining the statistic does not stop it being fitted across the split.,Manage AI Model Development and Evaluation,Data leakage,HARD,,,,,,,
CPMAI-D4-037,A team reports that three features carry very low importance scores in the trained model and proposes removing them to simplify the feature set. One of the three is a safety-related field that subject matter experts consider essential to the decision. What should the project manager establish before the removal?,Whether removing three features cuts training time enough to justify the change,Why a field the experts consider essential scores as low importance in this model,Whether the importance scores used the same method for all three features,Whether the experts can supply records in which the safety field varies more,B,"A low importance score describes this model on this data, not the real-world relevance of the field.",Training time is a minor consideration at this scale and is not what makes the removal questionable. The disagreement between the score and expert judgement is the issue.,"A low score can mean the field is genuinely uninformative, or that it is poorly recorded, rarely varies in the training period, or duplicated by another feature. Each has a different remedy.","Consistent calculation is a fair check, and worth confirming. It does not explain why a field the experts call essential appears unimportant.","Gathering more varied data may eventually help, but it presumes the cause is limited variation. The cause has not yet been established.",Manage AI Model Development and Evaluation,Feature engineering and preparation,MEDIUM,,,,,,,
CPMAI-D4-038,"A model that predicts which customers will accept an offer is reported at seventy-eight per cent accuracy. The project manager finds that seventy-six per cent of customers in the data declined every offer, so a model that predicted refusal for everyone would score almost as well. What does this comparison establish?","The model is performing well, because seventy-eight per cent correct is a strong result in absolute terms",The data should be rebalanced so that acceptances and refusals appear in equal numbers,Only two percentage points of the reported figure sit above the majority-class baseline,"The accuracy figure was calculated incorrectly, since it is so close to the share of refusals",C,A model's score is only interpretable against what the simplest available rule already achieves.,"An absolute figure means little without a reference point. Here the reference point is almost as high, which is what the comparison was made to reveal.",Changing the class balance alters the problem the model is solving and the figures it produces. It does not answer whether the current model is worth anything.,"The baseline requires no model at all, so isolating the margin above it shows what the model itself contributes. Whether a margin of that size is worth having is a business judgement.","The closeness is a real property of an imbalanced problem, not a sign of a calculation error.",Manage AI Model Development and Evaluation,Model evaluation metrics,MEDIUM,,,,,,,
CPMAI-D4-039,"A team is forecasting weekly product demand. It creates its training and test sets by assigning weeks to each set at random across the full three-year history. The reported accuracy is high, and the team recommends deployment. What is the flaw in this evaluation?",Three years of weekly data is not enough history for a demand forecasting model to be evaluated,Weeks should be assigned to the sets in equal numbers so each set covers the same span of time,Training weeks drawn from after the test weeks let the model use later information,Demand data should be aggregated to months before a model is trained and evaluated on it,C,Randomly splitting a time series lets the model learn from periods that follow the ones it is scored on.,Around a hundred and fifty weeks is a workable series for many demand problems. The length of the history is not what makes this evaluation misleading.,Equal-sized sets do not fix the ordering problem. Balanced sets drawn at random still mix future and past between training and test.,"In production the model will only ever have the past available. A random split gives it surrounding weeks from the future, so the test measures an easier task than the real one.",Choosing a time granularity is a modelling decision with arguments on both sides. It has no bearing on whether the split respects chronology.,Manage AI Model Development and Evaluation,Training data strategy and validation design,HARD,,,,,,,
CPMAI-D4-040,"A model is approaching a deployment decision. The project manager finds that its intended use, the population it was evaluated on and the conditions under which it should not be relied upon have not been written down anywhere. The team considers this documentation to be a post-deployment task. What is the risk of deferring it?",The model may be applied outside the conditions it was evaluated for,The team will have forgotten the details of the evaluation by the time it writes them down,The deployment will be delayed while the documentation is prepared after release,Auditors will require the documentation to be rewritten in a prescribed format later on,A,"Undocumented limits become invisible, and a model may be applied where it was not shown to work.","Without documented limits, downstream users may apply the model outside the population or conditions for which it was evaluated, with nothing available to tell them where it does not apply.","Recollection may fade, and records can be reconstructed from the evaluation artefacts. The consequential risk is misuse in the meantime.",Documentation written after release does not delay the release. The concern is what happens in the period without it.,Format requirements are a compliance detail. They do not describe what goes wrong operationally when limits are unrecorded.,Manage AI Model Development and Evaluation,"Bias, fairness and evaluation transparency",MEDIUM,,,,,,,
CPMAI-D4-041,"A model in development is retrained each month against a data extract that is overwritten in place. A drop in performance is noticed in the current version, and the team wants to compare it against the extract used two versions ago. That extract no longer exists. What should the project manager put in place?","More frequent retraining, so any drop in performance is detected sooner after it begins","A record of the row count of each extract, so changes in volume can be identified",Approval from the data owner before each monthly extract replaces the previous one,Retention of each data extract alongside the model version trained on it,D,"Investigating a change in model behaviour requires the data of each version, not only its code.",Earlier detection is useful but does not help with diagnosis. The team would still lack the data needed to explain what changed.,Volume is one signal among many and would not reveal a shift in the content of the records. It is far short of retaining the extract.,An approval step adds governance to the overwrite without preventing the loss. The extract would still be gone.,"A change in results comes from the model, the data or both. Without the earlier extract the two cannot be separated, and the investigation has nowhere to start.",Manage AI Model Development and Evaluation,Experiment management and iteration governance,MEDIUM,,,,,,,
CPMAI-D4-042,"A lending organisation must be able to tell a declined applicant which factors drove the decision. The data science team proposes an ensemble that scores several points higher on the validation set than a simpler alternative, but cannot attribute an individual decision to specific inputs. What should the project manager conclude?","Validation performance should decide it, since the simpler model scores lower","Explainability is a requirement the model must meet, not a preference traded against accuracy",Approve the ensemble and have staff write plain-language decline letters afterwards,Retrain the ensemble on a larger sample so its behaviour becomes clear enough to explain,B,A constraint the solution must satisfy is not a criterion to be traded off against model performance.,"Objective measurement makes validation performance comparable between candidates, but it does not make it the only criterion. A model that cannot meet a stated requirement is not selectable on score alone.","The organisation is obliged to give applicants the factors behind a decision, so a model that cannot supply them fails a requirement. A higher validation score does not substitute for meeting it.","A letter written after the fact can describe the outcome but not the factors behind it, because the ensemble cannot attribute a decision to specific inputs. The requirement would remain unmet.","More training data may change what the ensemble predicts, but it does not change whether the method can attribute a prediction to particular inputs. The limitation is structural, not a matter of sample size.",Manage AI Model Development and Evaluation,Model approach and algorithm selection,HARD,,,,,,,
CPMAI-D4-043,"Two candidate models for an equipment failure warning system reach the same overall accuracy on the same test set. Model A misses more genuine failures but raises few false alarms. Model B catches nearly every failure but raises many false alarms. An unplanned failure halts a production line for a full shift, while a false alarm results only in a short inspection that does not interrupt production. Which model should be preferred?","Model A, because frequent false alarms will cause staff to lose confidence in the system","Model B, because a missed failure costs far more here than a false alarm","Either model, since their equal accuracy shows they perform equivalently on this problem","Neither, until a third model is built that reduces both kinds of error simultaneously",B,"Equal accuracy can conceal very different error mixes, and the costlier error decides between them.","Alarm fatigue is a genuine risk, managed through how alerts are presented and triaged. Against a stem in which an inspection does not interrupt production, it does not outweigh a shift of lost output per missed failure.","A halted line for a shift dwarfs the cost of an unnecessary inspection. With accuracy equal, the model that errs towards the cheaper mistake is the better choice.","Equal accuracy means the total number of errors matches. It says nothing about which errors were made, which is what determines the cost here.",Seeking a better model is reasonable in principle but defers a decision that the evidence already supports. The choice between the two is clear on cost.,Manage AI Model Development and Evaluation,Error cost and decision thresholds,HARD,,,,,,,
CPMAI-D4-044,"A model that assesses loan applications performs well across the applicant population overall. The project manager finds that on applications from newly established businesses, which are few in the data but are a stated growth segment, its performance is substantially worse. How should this be treated?","As expected behaviour, since a segment with few records will always be predicted less accurately","As a data quality problem, since the records for the segment are evidently unreliable","As a matter for monitoring after deployment, once more applications from the segment accumulate","As a material gap, since the segment matters to the business regardless of its size in the data",D,Aggregate performance can be acceptable while a segment the business depends on is served badly.,"Fewer records often does mean weaker performance, but treating that as acceptable leaves a stated priority unserved. It explains the gap rather than resolving it.",Nothing indicates the records are unreliable. Scarcity and unreliability are different problems with different remedies.,"Deferring leaves the segment poorly served in the meantime. It should be understood before launch, not after.",The aggregate figure is dominated by the common case. A segment the organisation intends to grow needs to be evaluated and accepted on its own performance.,Manage AI Model Development and Evaluation,"Overfitting, generalisation and robustness",MEDIUM,,,,,,,
CPMAI-D4-045,A team building a model to predict whether a service request will breach its response deadline includes a field recording the number of escalation calls logged against the request. The team confirms that an escalation call is logged only once a breach has already been recorded. What should the project manager conclude about this feature?,"It records what happened after the outcome, so it will not be available when the prediction is needed","It should be retained, because the strength of its relationship with the outcome is clearly established","It should be retained but given a lower weight, so the model does not depend on it too heavily","It should be retained and the escalation calls logged earlier, so the field is populated before any breach",A,A feature recorded after the outcome cannot be available at the moment the prediction must be made.,"The model is meant to give warning before a breach. A field populated only after a breach is recorded cannot be present at the moment the prediction is required, so its strength in testing will not carry into use.",The relationship is strong precisely because the field follows the outcome. Strength in the training data is what makes this feature misleading rather than what justifies it.,Reducing the weight does not make the field available at prediction time. The feature would still be absent when the model is asked to run.,"Changing when staff log calls is a process change outside the model's control, and it would alter what the field means. It does not address the present feature.",Manage AI Model Development and Evaluation,Data leakage,HARD,,,,,,,
CPMAI-D4-046,A team assembling a feature set for a model with about four hundred training records has produced over two hundred candidate features by combining fields in many ways. The team argues that the model can simply ignore whichever features do not help. What should the project manager raise?,"Combine fields in still more ways, so predictive features are not missed",Two hundred features will take too long to compute when scoring each new record,"With this many features and so few records, the model can fit relationships that do not generalise",Features built by combining fields cannot be interpreted or described afterwards,C,"With few records relative to features, a model can find patterns that hold only in the training data.",Adding candidates makes the imbalance between features and records worse. It increases the number of chance relationships rather than improving the chance of finding real ones.,"Computation time for a few hundred features is a performance concern rather than a modelling one, and it is not what makes this feature set risky. The statistical problem is the more serious issue.","With many candidate features relative to the number of records, there are more opportunities to fit relationships that arise by chance, which increases overfitting risk and weakens generalisation.",Derived features can be described in terms of the fields they combine. Interpretability is a real consideration but is not the central risk here.,Manage AI Model Development and Evaluation,Feature engineering and preparation,MEDIUM,,,,,,,
CPMAI-D4-047,"A team has trained a model that flags invoices for manual review before payment. The team asks which measures should be reported to the finance stakeholders, who care about the money lost to incorrect payments and about the reviewer hours the process will consume. Select two.",The overall share of invoices the model classifies correctly,The share of incorrect invoices the model flags,The total value of the incorrect invoices the model fails to flag,The time the model takes to score a single invoice,"C,E",Reported measures have to be expressed in the units the stakeholders are accountable for.,Overall accuracy counts correct classifications rather than the monetary value of missed incorrect invoices or the review workload created by flagged invoices. It therefore does not directly measure either stakeholder concern.,"This counts cases rather than value. Where incorrect invoices differ in amount, the share flagged does not establish how much money escapes detection, which is what the stakeholders asked about.","Incorrect invoices vary in value, so a count of them does not measure the loss. Totalling the value of those that escape detection expresses the first concern in the unit the stakeholders are accountable for.",Scoring speed matters for system design if volumes are high. It is not one of the two outcomes the stakeholders have raised.,Manage AI Model Development and Evaluation,Model evaluation metrics,MEDIUM,,,,"The volume of invoices flagged for review, together with the effort each review takes",,Reviewer hours follow from how many invoices are sent for review and how long each one takes. Flagged volume combined with review effort gives the workload the stakeholders must staff.,
CPMAI-D4-048,"A gaming company cannot license additional images, as the rights holder has declined further use. Its permitted use of the images it holds covers making modified copies for training, and the team has confirmed that the transformations it proposes leave each image's class unchanged. The team must enlarge the training set from the images the company already holds. Which approach fits that constraint?",Generate variants of existing images through transformations such as rotation and crop,Duplicate the existing images so that each one appears several times in training,Collect supplementary images from public websites without reviewing the terms attached to them,Reduce the resolution of existing images so that more of them fit into memory,A,Augmentation adds variation the model can learn from; copying adds none.,"Transformations the team has confirmed to be class-preserving produce genuinely different inputs that still carry the same label. The model sees more variation in how the subject can appear, within the permitted use the stem establishes.","Duplicates add rows without adding information. The model sees the same examples more often, which encourages memorisation rather than better generalisation.","Scraping without checking terms substitutes one licensing problem for a larger one, and the company has already stated it cannot license more images.","Lower resolution fits more images in memory but does not create additional images, and it discards detail the classifier may depend on.",Manage AI Model Development and Evaluation,Training data strategy and validation design,MEDIUM,,,,,,,
CPMAI-D4-049,"A model is trained to predict which employees will be promoted, using ten years of the organisation's promotion records as the outcome to learn from. The project manager is told the outcome is objective because it records what actually happened. What is the flaw in that reasoning?","The records capture past promotion decisions, along with whatever shaped them","Ten years is too long a period, because promotion criteria will have changed over that time",Promotion records are administrative data and will contain entry errors and omissions,"The model should predict performance ratings instead, as these are assessed against fixed criteria",A,"A recorded outcome reflects the decisions that produced it, including any patterns in how they were made.","The model learns to reproduce how promotions were awarded, not who merited them. Any pattern in the historical decisions is carried forward as the standard to match.",Shifting criteria are worth examining and may argue for a shorter window. That is a separate issue from what the outcome field represents.,Recording errors are a data quality matter to be assessed. They are not the reason an accurate promotion record is a questionable target.,Performance ratings are also assigned by people and carry the same kind of imprint. Substituting them does not resolve the problem.,Manage AI Model Development and Evaluation,"Bias, fairness and evaluation transparency",HARD,,,,,,,
CPMAI-D4-050,"A model has met its agreed performance level and the team proposes moving to deployment. The project manager is asked to confirm that the deployment decision is properly evidenced. Beyond the headline score, what should the evaluation record contain?",The full history of every experiment the team ran while developing the model,The computing resources the model will require to score records in production,"The model's error patterns, the population evaluated and the conditions it was not tested under","A statement that the model met the agreed level, signed off by the team that built it",C,"A deployment decision rests on how a model fails and where it applies, not on a single score.",A complete experiment history supports reproducibility and is worth retaining. It is not what the deployment decision turns on.,Infrastructure sizing is needed for the deployment plan. It speaks to running the model rather than to whether it should be run.,"Whoever operates the model needs to know how it fails, for whom it was shown to work and where evidence is absent. A single score answers none of those.",Sign-off records agreement with the headline figure. It adds a signature rather than the evidence behind the decision.,Manage AI Model Development and Evaluation,Experiment management and iteration governance,MEDIUM,,,,,,,
CPMAI-D4-051,"A team selects the algorithm that scored highest during model selection. The project manager notes that a substantial share of incoming records arrive with one or more fields absent, and that the selected algorithm produces no output at all for a record with a missing field. What should the project manager require?",That the records with absent fields be excluded from scoring once the model is in use,That candidates be compared on records that include the absent fields the model will receive,That the selected algorithm be retrained on a larger sample so it tolerates absent fields,That the absent fields be dropped from the feature set so every record can be scored,B,A model is selectable only if it can produce an output for the records it will actually be given.,"Excluding those records leaves a substantial share of cases without a prediction, which is the outcome the model was meant to provide. It converts a modelling gap into a coverage gap.",The selection compared candidates on records that do not resemble what will arrive. Comparing them on records carrying the same absences establishes which candidate can actually serve the incoming data.,"More training records do not give an algorithm the ability to accept an input it cannot process. The limitation is in what the method accepts, not in how much it has seen.","Dropping every field that is sometimes absent can remove much of the model's predictive information, and it addresses the input shape rather than which candidate suits the data.",Manage AI Model Development and Evaluation,Model approach and algorithm selection,MEDIUM,,,,,,,
CPMAI-D4-052,A model screens medical images for a condition that is treatable when caught early and serious when missed. Flagged images go to a specialist for a second look. The team has tuned the model to the cut-off that maximises overall accuracy. What should the project manager challenge?,That the cut-off should have been chosen before the model was trained rather than after,That accuracy cannot be calculated at all for a model that produces a continuous score,That the specialist review step should be removed so the model's decisions stand on their own,That the two errors are being treated as equally costly when they clearly are not,D,"Maximising accuracy treats each misclassification equally, which can be inappropriate when the two errors differ in consequence.","The cut-off is normally set once scores exist, and doing so afterwards is standard. The objection is which criterion was used to set it.",Accuracy is readily calculated once a cut-off converts scores into decisions. The measure is available; it is simply the wrong one to optimise here.,Removing human review would raise the cost of every error rather than reduce it. It makes the underlying problem worse.,"Maximising accuracy weighs a missed condition the same as an unnecessary specialist review. The scenario establishes that a miss risks serious harm while a false flag costs a review, so the cut-off should reflect that difference.",Manage AI Model Development and Evaluation,Error cost and decision thresholds,HARD,,,,,,,
CPMAI-D4-053,A model has been evaluated on held-out records drawn from the twelve sites where it was trained. The planned rollout covers those twelve sites and nine further sites that contributed no data. The team presents the held-out score as evidence the model is ready. What should the project manager require before the rollout is approved?,"A larger held-out set drawn from the twelve sites, so the reported score is more precise",Confirmation that the nine further sites use the same recording systems as the original twelve,"Evidence of performance at sites that contributed no data, before those sites are included",A commitment to re-evaluate the model at the nine further sites once the rollout is complete,C,"Evaluation evidence covers the population it was drawn from, not the wider population of a rollout.",A larger sample from the same twelve sites sharpens an estimate for those sites. It says nothing about the nine that contributed no data.,"Matching recording systems would remove one source of difference and is worth confirming. Sites can still differ in case mix and local practice, so it does not establish performance at the new sites.","The held-out score describes the twelve sites it was drawn from. Extending the rollout to sites outside that population needs evidence for those sites, whether from a pilot, a held-out site or comparable data.","Re-evaluating after the rollout means the nine sites operate on unevidenced performance in the interim, which is what the approval decision is meant to prevent.",Manage AI Model Development and Evaluation,"Overfitting, generalisation and robustness",MEDIUM,,,,,,,
CPMAI-D4-054,"A project manager reviews the feature set assembled for a shipping cost model and finds two numeric fields, one recording package weight in pounds and the other recording the same weight in kilograms, so that each is an exact conversion of the other. What is the practical consequence of keeping both?",The pair will cause the training process to fail with a conversion error,The pair will double the storage the feature set requires in the warehouse,The pair will prevent the dataset from being split into training and test sets,The pair adds no information and can complicate interpretation of the model,D,Two expressions of one measurement are one feature written twice.,Training runs perfectly well with correlated features. No conversion error arises from having both units present.,One extra numeric column is a negligible storage cost. Efficiency is not the meaningful consequence.,"Splitting is unaffected by feature redundancy. The split operates on rows, not on the relationship between columns.","The second field carries nothing the first does not. Redundant representations can also complicate or divide feature-attribution measures, depending on the model and the interpretation method used.",Manage AI Model Development and Evaluation,Feature engineering and preparation,EASY,,,,,,,
CPMAI-D4-055,Two models are compared for a triage tool that will rank incoming cases so reviewers work through the highest-risk first. Model A scores higher on accuracy at the default cut-off; model B separates high-risk from low-risk cases better across all cut-offs. The cut-off has not yet been fixed. Which model should be preferred?,"Model A, because accuracy at the default cut-off is the measure the stakeholders will recognise","Model B, because the tool depends on ranking and the cut-off can still be chosen","Model A, because a model that is more accurate at one cut-off will be more accurate at any other","Neither, until both models have been retrained on the same data with the same cut-off applied",B,"Where the operating point is not yet fixed, ranking quality matters more than accuracy at one cut-off.","Familiarity is a reason to explain a measure carefully, not to select on it. The default cut-off is arbitrary and will not be the one the tool uses.","The reviewers work down an ordered list, so what matters is whether risky cases sit above safe ones. A model that ranks better will outperform once the cut-off is set appropriately.","This does not follow. Two models can cross, so ordering at one cut-off does not determine the ordering elsewhere.",The models are already being compared on the same data. Fixing a single cut-off first would discard the ranking evidence that distinguishes them.,Manage AI Model Development and Evaluation,Model evaluation metrics,HARD,,,,,,,
CPMAI-D4-056,"A team has around three hundred labelled records for a specialised classification problem and no prospect of obtaining more. Setting aside a fifth of them for testing leaves the model with little to learn from, and the resulting score swings widely depending on which records are held out. What approach addresses this?",Reduce the held-out portion to a twentieth so more records remain available for training,Repeat the single split several times and report whichever result is closest to the average,Train on all three hundred records and report the accuracy measured on those same records,"Cross-validation, rotating the held-out portion across several rounds and averaging the results",D,Rotating which records are held out uses every record for both training and testing across repeated rounds.,"A smaller test set leaves more for training but makes the score even less stable, because it now rests on fifteen records. This worsens the swing rather than addressing it.","Selecting a result because it looks typical discards the evidence of variation. The spread is information about reliability, not noise to be filtered out.",A score measured on the training records reflects what the model has memorised. It gives no indication of behaviour on records the model has not seen.,Every record serves as training data in some rounds and as test data in others. The averaged score rests on all the data and is far less sensitive to one unlucky split.,Manage AI Model Development and Evaluation,Training data strategy and validation design,MEDIUM,,,,,,,
CPMAI-D4-057,A recruitment screening model is reported at eighty-four per cent accuracy overall. The project manager asks for results broken down by applicant group and finds the model rejects qualified applicants far more often in one group than in others. The team says the overall figure meets the agreed target. What should the project manager conclude?,Meeting an aggregate target does not establish that the model performs acceptably for each group,"The breakdown is not comparable, because the groups contain different numbers of applicants",The difference is acceptable provided the model was not given the group as an input,The model should be retrained until every group reaches exactly the same error rate,A,One aggregate figure cannot show whether a model's errors fall evenly across the people it affects.,"An overall figure averages across groups, so strong performance on large groups can conceal poor performance on smaller ones. The agreed target does not test that distribution.","Error rates are proportions, so they remain comparable across groups of different sizes. Small groups give less precise estimates, which is a reason to check precision rather than dismiss the finding.","Excluding an attribute does not prevent a model from producing different error rates across groups, as other fields can carry the same information.","Exact equality is not automatically the appropriate fairness criterion. The criterion has to be defined for this use, and the observed disparity investigated against it.",Manage AI Model Development and Evaluation,"Bias, fairness and evaluation transparency",MEDIUM,,,,,,,
CPMAI-D4-058,"Before evaluation begins, the project manager wants the criteria for proceeding to deployment agreed in advance rather than debated once results are in. The team asks what those criteria should specify. Select two.",The algorithm the team intends to use to build the model,The minimum performance the model must reach on the measure that matters to the business,The number of experiments the team expects to run before reaching the target,The date on which the deployment decision will be taken,"B,E",Criteria fixed before results are seen prevent the standard being adjusted to fit the outcome.,"Fixing the method in advance constrains the work without making the decision testable. The criteria concern the result, not the route to it.","A stated level on an agreed measure is what makes the result testable. Without it, any outcome can be argued as sufficient once it is known.",Experiment count is a planning estimate. It says nothing about whether the resulting model is good enough to deploy.,A date sets the timetable for the decision but supplies no standard against which to take it.,Manage AI Model Development and Evaluation,Experiment management and iteration governance,MEDIUM,,,,The data the model must reach that level on,,A level is meaningless without the data it applies to. Naming the evaluation set in advance prevents a favourable set being chosen afterwards.,
CPMAI-D4-059,"A team is preparing features for a model that predicts insurance claim handling time. Profiling shows the handling-office code field contains several thousand distinct values, and that the large majority of those codes appear in only a few claims each. What issue does this raise for feature preparation?",The field will consume substantially more storage than all other features combined,The field cannot be used at all because models accept only numeric input values,The field will need sorting into alphabetical order before it can serve as a feature,Sparse categories make category-specific patterns hard to estimate reliably,D,"High cardinality spreads the data thin, leaving most categories with almost no examples.",Storage for one identifier column is negligible. Cost is not what makes high cardinality difficult to work with.,"Categorical fields can be encoded into numeric representations. The need to encode applies to every category field, not uniquely to this one.",Sorting affects presentation and some join strategies. It has no bearing on how a model consumes a categorical feature.,"With several thousand offices, most appear in only a handful of claims, leaving little evidence for category-specific behaviour. This needs deliberate treatment such as grouping, encoding choices or regularisation rather than naive use of the raw codes.",Manage AI Model Development and Evaluation,Feature engineering and preparation,MEDIUM,,,,,,,
CPMAI-D4-060,"A team is building an intrusion detection model on network logs in which roughly 0.1% of events are genuine attacks. An early model is reported to the project manager as achieving 99.9% accuracy on the held-out test set, and the team proposes moving to the next phase. What should the project manager conclude about the reported performance?",The dataset is of unusually high quality given the accuracy achieved,The dataset needs additional features to push accuracy above 99.9%,The dataset should be split differently to raise the measured accuracy,"The severe class imbalance makes overall accuracy uninformative, so performance on the attack class must be examined separately",D,"At a base rate this extreme, predicting the majority class alone scores near-perfect accuracy.",Reading the figure as evidence of data quality is the trap the imbalance sets. The number reflects the class distribution rather than the dataset or the model.,Chasing a higher number on a metric that cannot discriminate here compounds the error. More features do not make overall accuracy informative about the attack class.,Changing the split shifts which records land where without altering the base rate. The metric would remain equally uninformative.,"A model labelling every event as normal reaches 99.9% while catching no intrusions. Overall accuracy alone is therefore uninformative about attack-class detection at this level of imbalance, so performance on the attack class has to be measured in its own right.",Manage AI Model Development and Evaluation,Model evaluation metrics,HARD,,,,,,,
